City,Day,Date,Time,Weather,Temperature
Gothenburg,Monday,06-03-2023,10:00,Cloudy,18
Gothenburg,Monday,06-03-2023,10:30,Rainy,17
Gothenburg,Monday,06-03-2023,11:00,Sunny,29
Gothenburg,Monday,06-03-2023,11:30,Rainy,17
Gothenburg,Monday,06-03-2023,12:00,Rainy,5
Gothenburg,Monday,06-03-2023,12:30,Rainy,16
Gothenburg,Monday,06-03-2023,13:00,Thunderstorms,5
Gothenburg,Monday,06-03-2023,13:30,Rainy,14
Gothenburg,Monday,06-03-2023,14:00,Cloudy,11
Gothenburg,Monday,06-03-2023,14:30,Partly Cloudy,22
Gothenburg,Monday,06-03-2023,15:00,Rainy,18
Gothenburg,Monday,06-03-2023,15:30,Rainy,8
Gothenburg,Monday,06-03-2023,16:00,Thunderstorms,19
Gothenburg,Monday,06-03-2023,16:30,Partly Cloudy,18
Gothenburg,Monday,06-03-2023,17:00,Partly Cloudy,23
Gothenburg,Monday,06-03-2023,17:30,Partly Cloudy,22
Gothenburg,Monday,06-03-2023,18:00,Thunderstorms,13
Gothenburg,Monday,06-03-2023,18:30,Partly Cloudy,26
Gothenburg,Monday,06-03-2023,19:00,Cloudy,16
Gothenburg,Monday,06-03-2023,19:30,Sunny,28
Gothenburg,Monday,06-03-2023,20:00,Rainy,14
Gothenburg,Monday,06-03-2023,20:30,Cloudy,16
Gothenburg,Monday,06-03-2023,21:00,Thunderstorms,13
Gothenburg,Monday,06-03-2023,21:30,Sunny,24
Gothenburg,Monday,06-03-2023,22:00,Partly Cloudy,23
Gothenburg,Monday,06-03-2023,22:30,Cloudy,15
Gothenburg,Monday,06-03-2023,23:00,Cloudy,12
Gothenburg,Monday,06-03-2023,23:30,Sunny,22
Gothenburg,Tuesday,07-03-2023,00:00,Rainy,6
Gothenburg,Tuesday,07-03-2023,00:30,Sunny,17
Gothenburg,Tuesday,07-03-2023,01:00,Thunderstorms,14
Gothenburg,Tuesday,07-03-2023,01:30,Cloudy,21
Gothenburg,Tuesday,07-03-2023,02:00,Partly Cloudy,27
Gothenburg,Tuesday,07-03-2023,02:30,Partly Cloudy,21
Gothenburg,Tuesday,07-03-2023,03:00,Cloudy,7
Gothenburg,Tuesday,07-03-2023,03:30,Rainy,15
Gothenburg,Tuesday,07-03-2023,04:00,Thunderstorms,14
Gothenburg,Tuesday,07-03-2023,04:30,Cloudy,20
Gothenburg,Tuesday,07-03-2023,05:00,Partly Cloudy,19
Gothenburg,Tuesday,07-03-2023,05:30,Sunny,18
Gothenburg,Tuesday,07-03-2023,06:00,Partly Cloudy,16
Gothenburg,Tuesday,07-03-2023,06:30,Thunderstorms,18
Gothenburg,Tuesday,07-03-2023,07:00,Rainy,17
Gothenburg,Tuesday,07-03-2023,07:30,Thunderstorms,17
Gothenburg,Tuesday,07-03-2023,08:00,Cloudy,13
Gothenburg,Tuesday,07-03-2023,08:30,Cloudy,13
Gothenburg,Tuesday,07-03-2023,09:00,Partly Cloudy,18
Gothenburg,Tuesday,07-03-2023,09:30,Rainy,6
Gothenburg,Tuesday,07-03-2023,10:00,Sunny,22
Gothenburg,Tuesday,07-03-2023,10:30,Cloudy,16
Gothenburg,Tuesday,07-03-2023,11:00,Partly Cloudy,22
Gothenburg,Tuesday,07-03-2023,11:30,Thunderstorms,9
Gothenburg,Tuesday,07-03-2023,12:00,Rainy,2
Gothenburg,Tuesday,07-03-2023,12:30,Thunderstorms,13
Gothenburg,Tuesday,07-03-2023,13:00,Partly Cloudy,22
Gothenburg,Tuesday,07-03-2023,13:30,Partly Cloudy,24
Gothenburg,Tuesday,07-03-2023,14:00,Thunderstorms,14
Gothenburg,Tuesday,07-03-2023,14:30,Rainy,9
Gothenburg,Tuesday,07-03-2023,15:00,Thunderstorms,8
Gothenburg,Tuesday,07-03-2023,15:30,Sunny,17
Gothenburg,Tuesday,07-03-2023,16:00,Cloudy,14
Gothenburg,Tuesday,07-03-2023,16:30,Rainy,10
Gothenburg,Tuesday,07-03-2023,17:00,Rainy,12
Gothenburg,Tuesday,07-03-2023,17:30,Cloudy,12
Gothenburg,Tuesday,07-03-2023,18:00,Thunderstorms,20
Gothenburg,Tuesday,07-03-2023,18:30,Thunderstorms,10
Gothenburg,Tuesday,07-03-2023,19:00,Rainy,13
Gothenburg,Tuesday,07-03-2023,19:30,Cloudy,15
Gothenburg,Tuesday,07-03-2023,20:00,Rainy,6
Gothenburg,Tuesday,07-03-2023,20:30,Cloudy,13
Gothenburg,Tuesday,07-03-2023,21:00,Cloudy,19
Gothenburg,Tuesday,07-03-2023,21:30,Thunderstorms,13
Gothenburg,Tuesday,07-03-2023,22:00,Rainy,7
Gothenburg,Tuesday,07-03-2023,22:30,Rainy,11
Gothenburg,Tuesday,07-03-2023,23:00,Partly Cloudy,19
Gothenburg,Tuesday,07-03-2023,23:30,Partly Cloudy,14
Gothenburg,Wednesday,08-03-2023,00:00,Rainy,13
Gothenburg,Wednesday,08-03-2023,00:30,Thunderstorms,8
Gothenburg,Wednesday,08-03-2023,01:00,Sunny,26
Gothenburg,Wednesday,08-03-2023,01:30,Thunderstorms,10
Gothenburg,Wednesday,08-03-2023,02:00,Rainy,17
Gothenburg,Wednesday,08-03-2023,02:30,Rainy,15
Gothenburg,Wednesday,08-03-2023,03:00,Cloudy,7
Gothenburg,Wednesday,08-03-2023,03:30,Thunderstorms,12
Gothenburg,Wednesday,08-03-2023,04:00,Cloudy,11
Gothenburg,Wednesday,08-03-2023,04:30,Partly Cloudy,25
Gothenburg,Wednesday,08-03-2023,05:00,Thunderstorms,12
Gothenburg,Wednesday,08-03-2023,05:30,Sunny,27
Gothenburg,Wednesday,08-03-2023,06:00,Cloudy,11
Gothenburg,Wednesday,08-03-2023,06:30,Cloudy,13
Gothenburg,Wednesday,08-03-2023,07:00,Partly Cloudy,22
Gothenburg,Wednesday,08-03-2023,07:30,Rainy,17
Gothenburg,Wednesday,08-03-2023,08:00,Rainy,6
Gothenburg,Wednesday,08-03-2023,08:30,Cloudy,8
Gothenburg,Wednesday,08-03-2023,09:00,Sunny,23
Gothenburg,Wednesday,08-03-2023,09:30,Cloudy,20
Gothenburg,Wednesday,08-03-2023,10:00,Rainy,12
Gothenburg,Wednesday,08-03-2023,10:30,Cloudy,15
Gothenburg,Wednesday,08-03-2023,11:00,Rainy,18
Gothenburg,Wednesday,08-03-2023,11:30,Partly Cloudy,24
Gothenburg,Wednesday,08-03-2023,12:00,Rainy,13
Gothenburg,Wednesday,08-03-2023,12:30,Sunny,24
Gothenburg,Wednesday,08-03-2023,13:00,Thunderstorms,7
Gothenburg,Wednesday,08-03-2023,13:30,Thunderstorms,18
Gothenburg,Wednesday,08-03-2023,14:00,Thunderstorms,19
Gothenburg,Wednesday,08-03-2023,14:30,Sunny,30
Gothenburg,Wednesday,08-03-2023,15:00,Rainy,10
Gothenburg,Wednesday,08-03-2023,15:30,Rainy,8
Gothenburg,Wednesday,08-03-2023,16:00,Thunderstorms,15
Gothenburg,Wednesday,08-03-2023,16:30,Sunny,28
Gothenburg,Wednesday,08-03-2023,17:00,Sunny,28
Gothenburg,Wednesday,08-03-2023,17:30,Partly Cloudy,15
Gothenburg,Wednesday,08-03-2023,18:00,Thunderstorms,16
Gothenburg,Wednesday,08-03-2023,18:30,Cloudy,12
Gothenburg,Wednesday,08-03-2023,19:00,Partly Cloudy,15
Gothenburg,Wednesday,08-03-2023,19:30,Cloudy,10
Gothenburg,Wednesday,08-03-2023,20:00,Rainy,13
Gothenburg,Wednesday,08-03-2023,20:30,Thunderstorms,8
Gothenburg,Wednesday,08-03-2023,21:00,Partly Cloudy,19
Gothenburg,Wednesday,08-03-2023,21:30,Thunderstorms,6
Gothenburg,Wednesday,08-03-2023,22:00,Cloudy,12
Gothenburg,Wednesday,08-03-2023,22:30,Rainy,9
Gothenburg,Wednesday,08-03-2023,23:00,Sunny,30
Gothenburg,Wednesday,08-03-2023,23:30,Thunderstorms,17
Gothenburg,Thursday,09-03-2023,00:00,Rainy,10
Gothenburg,Thursday,09-03-2023,00:30,Cloudy,11
Gothenburg,Thursday,09-03-2023,01:00,Partly Cloudy,18
Gothenburg,Thursday,09-03-2023,01:30,Partly Cloudy,16
Gothenburg,Thursday,09-03-2023,02:00,Cloudy,14
Gothenburg,Thursday,09-03-2023,02:30,Partly Cloudy,14
Gothenburg,Thursday,09-03-2023,03:00,Rainy,16
Gothenburg,Thursday,09-03-2023,03:30,Cloudy,19
Gothenburg,Thursday,09-03-2023,04:00,Cloudy,9
Gothenburg,Thursday,09-03-2023,04:30,Sunny,30
Gothenburg,Thursday,09-03-2023,05:00,Thunderstorms,15
Gothenburg,Thursday,09-03-2023,05:30,Partly Cloudy,19
Gothenburg,Thursday,09-03-2023,06:00,Thunderstorms,13
Gothenburg,Thursday,09-03-2023,06:30,Sunny,30
Gothenburg,Thursday,09-03-2023,07:00,Rainy,11
Gothenburg,Thursday,09-03-2023,07:30,Rainy,14
Gothenburg,Thursday,09-03-2023,08:00,Partly Cloudy,19
Gothenburg,Thursday,09-03-2023,08:30,Partly Cloudy,19
Gothenburg,Thursday,09-03-2023,09:00,Rainy,12
Gothenburg,Thursday,09-03-2023,09:30,Thunderstorms,17
Gothenburg,Thursday,09-03-2023,10:00,Rainy,7
Gothenburg,Thursday,09-03-2023,10:30,Cloudy,15
Gothenburg,Thursday,09-03-2023,11:00,Sunny,19
Gothenburg,Thursday,09-03-2023,11:30,Rainy,10
Gothenburg,Thursday,09-03-2023,12:00,Partly Cloudy,13
Gothenburg,Thursday,09-03-2023,12:30,Rainy,12
Gothenburg,Thursday,09-03-2023,13:00,Cloudy,13
Gothenburg,Thursday,09-03-2023,13:30,Rainy,6
Gothenburg,Thursday,09-03-2023,14:00,Partly Cloudy,14
Gothenburg,Thursday,09-03-2023,14:30,Rainy,6
Gothenburg,Thursday,09-03-2023,15:00,Sunny,25
Gothenburg,Thursday,09-03-2023,15:30,Cloudy,13
Gothenburg,Thursday,09-03-2023,16:00,Cloudy,18
Gothenburg,Thursday,09-03-2023,16:30,Sunny,21
Gothenburg,Thursday,09-03-2023,17:00,Rainy,3
Gothenburg,Thursday,09-03-2023,17:30,Thunderstorms,17
Gothenburg,Thursday,09-03-2023,18:00,Sunny,30
Gothenburg,Thursday,09-03-2023,18:30,Thunderstorms,16
Gothenburg,Thursday,09-03-2023,19:00,Sunny,21
Gothenburg,Thursday,09-03-2023,19:30,Thunderstorms,7
Gothenburg,Thursday,09-03-2023,20:00,Thunderstorms,11
Gothenburg,Thursday,09-03-2023,20:30,Rainy,14
Gothenburg,Thursday,09-03-2023,21:00,Cloudy,14
Gothenburg,Thursday,09-03-2023,21:30,Sunny,25
Gothenburg,Thursday,09-03-2023,22:00,Cloudy,15
Gothenburg,Thursday,09-03-2023,22:30,Thunderstorms,20
Gothenburg,Thursday,09-03-2023,23:00,Partly Cloudy,12
Gothenburg,Thursday,09-03-2023,23:30,Sunny,21
Gothenburg,Friday,10-03-2023,00:00,Rainy,14
Gothenburg,Friday,10-03-2023,00:30,Thunderstorms,18
Gothenburg,Friday,10-03-2023,01:00,Cloudy,11
Gothenburg,Friday,10-03-2023,01:30,Rainy,14
Gothenburg,Friday,10-03-2023,02:00,Partly Cloudy,20
Gothenburg,Friday,10-03-2023,02:30,Thunderstorms,10
Gothenburg,Friday,10-03-2023,03:00,Thunderstorms,13
Gothenburg,Friday,10-03-2023,03:30,Rainy,9
Gothenburg,Friday,10-03-2023,04:00,Sunny,28
Gothenburg,Friday,10-03-2023,04:30,Thunderstorms,13
Gothenburg,Friday,10-03-2023,05:00,Thunderstorms,12
Gothenburg,Friday,10-03-2023,05:30,Partly Cloudy,17
Gothenburg,Friday,10-03-2023,06:00,Thunderstorms,15
Gothenburg,Friday,10-03-2023,06:30,Partly Cloudy,27
Gothenburg,Friday,10-03-2023,07:00,Cloudy,18
Gothenburg,Friday,10-03-2023,07:30,Partly Cloudy,25
Gothenburg,Friday,10-03-2023,08:00,Rainy,9
Gothenburg,Friday,10-03-2023,08:30,Partly Cloudy,16
Gothenburg,Friday,10-03-2023,09:00,Partly Cloudy,18
Gothenburg,Friday,10-03-2023,09:30,Thunderstorms,15
Gothenburg,Friday,10-03-2023,10:00,Sunny,23
Gothenburg,Friday,10-03-2023,10:30,Cloudy,15
Gothenburg,Friday,10-03-2023,11:00,Rainy,17
Gothenburg,Friday,10-03-2023,11:30,Thunderstorms,19
Gothenburg,Friday,10-03-2023,12:00,Rainy,9
Gothenburg,Friday,10-03-2023,12:30,Sunny,30
Gothenburg,Friday,10-03-2023,13:00,Sunny,17
Gothenburg,Friday,10-03-2023,13:30,Cloudy,12
Gothenburg,Friday,10-03-2023,14:00,Rainy,6
Gothenburg,Friday,10-03-2023,14:30,Cloudy,15
Gothenburg,Friday,10-03-2023,15:00,Thunderstorms,11
Gothenburg,Friday,10-03-2023,15:30,Cloudy,10
Gothenburg,Friday,10-03-2023,16:00,Thunderstorms,15
Gothenburg,Friday,10-03-2023,16:30,Sunny,30
Gothenburg,Friday,10-03-2023,17:00,Rainy,5
Gothenburg,Friday,10-03-2023,17:30,Cloudy,20
Gothenburg,Friday,10-03-2023,18:00,Thunderstorms,16
Gothenburg,Friday,10-03-2023,18:30,Partly Cloudy,21
Gothenburg,Friday,10-03-2023,19:00,Cloudy,11
Gothenburg,Friday,10-03-2023,19:30,Cloudy,15
Gothenburg,Friday,10-03-2023,20:00,Rainy,5
Gothenburg,Friday,10-03-2023,20:30,Partly Cloudy,21
Gothenburg,Friday,10-03-2023,21:00,Sunny,22
Gothenburg,Friday,10-03-2023,21:30,Cloudy,23
Gothenburg,Friday,10-03-2023,22:00,Rainy,10
Gothenburg,Friday,10-03-2023,22:30,Thunderstorms,14
Gothenburg,Friday,10-03-2023,23:00,Partly Cloudy,22
Gothenburg,Friday,10-03-2023,23:30,Sunny,25
Malmo,Saturday,04-03-2023,00:00,Thunderstorms,19
Malmo,Saturday,04-03-2023,00:30,Thunderstorms,13
Malmo,Saturday,04-03-2023,01:00,Sunny,27
Malmo,Saturday,04-03-2023,01:30,Rainy,4
Malmo,Saturday,04-03-2023,02:00,Thunderstorms,11
Malmo,Saturday,04-03-2023,02:30,Sunny,27
Malmo,Saturday,04-03-2023,03:00,Partly Cloudy,24
Malmo,Saturday,04-03-2023,03:30,Rainy,13
Malmo,Saturday,04-03-2023,04:00,Partly Cloudy,17
Malmo,Saturday,04-03-2023,04:30,Rainy,13
Malmo,Saturday,04-03-2023,05:00,Sunny,27
Malmo,Saturday,04-03-2023,05:30,Sunny,27
Malmo,Saturday,04-03-2023,06:00,Partly Cloudy,23
Malmo,Saturday,04-03-2023,06:30,Rainy,13
Malmo,Saturday,04-03-2023,07:00,Sunny,23
Malmo,Saturday,04-03-2023,07:30,Rainy,8
Malmo,Saturday,04-03-2023,08:00,Thunderstorms,10
Malmo,Saturday,04-03-2023,08:30,Cloudy,11
Malmo,Saturday,04-03-2023,09:00,Rainy,7
Malmo,Saturday,04-03-2023,09:30,Cloudy,12
Malmo,Saturday,04-03-2023,10:00,Cloudy,23
Malmo,Saturday,04-03-2023,10:30,Sunny,30
Malmo,Saturday,04-03-2023,11:00,Cloudy,23
Malmo,Saturday,04-03-2023,11:30,Rainy,11
Malmo,Saturday,04-03-2023,12:00,Partly Cloudy,18
Malmo,Saturday,04-03-2023,12:30,Rainy,10
Malmo,Saturday,04-03-2023,13:00,Sunny,20
Malmo,Saturday,04-03-2023,13:30,Thunderstorms,10
Malmo,Saturday,04-03-2023,14:00,Sunny,24
Malmo,Saturday,04-03-2023,14:30,Cloudy,11
Malmo,Saturday,04-03-2023,15:00,Sunny,16
Malmo,Saturday,04-03-2023,15:30,Partly Cloudy,19
Malmo,Saturday,04-03-2023,16:00,Partly Cloudy,23
Malmo,Saturday,04-03-2023,16:30,Rainy,8
Malmo,Saturday,04-03-2023,17:00,Thunderstorms,15
Malmo,Saturday,04-03-2023,17:30,Partly Cloudy,28
Malmo,Saturday,04-03-2023,18:00,Sunny,29
Malmo,Saturday,04-03-2023,18:30,Partly Cloudy,17
Malmo,Saturday,04-03-2023,19:00,Sunny,30
Malmo,Saturday,04-03-2023,19:30,Sunny,30
Malmo,Saturday,04-03-2023,20:00,Cloudy,13
Malmo,Saturday,04-03-2023,20:30,Rainy,11
Malmo,Saturday,04-03-2023,21:00,Thunderstorms,10
Malmo,Saturday,04-03-2023,21:30,Partly Cloudy,25
Malmo,Saturday,04-03-2023,22:00,Thunderstorms,12
Malmo,Saturday,04-03-2023,22:30,Partly Cloudy,22
Malmo,Saturday,04-03-2023,23:00,Sunny,23
Malmo,Saturday,04-03-2023,23:30,Rainy,9
Malmo,Sunday,05-03-2023,00:00,Rainy,9
Malmo,Sunday,05-03-2023,00:30,Sunny,16
Malmo,Sunday,05-03-2023,01:00,Cloudy,19
Malmo,Sunday,05-03-2023,01:30,Rainy,10
Malmo,Sunday,05-03-2023,02:00,Sunny,28
Malmo,Sunday,05-03-2023,02:30,Rainy,7
Malmo,Sunday,05-03-2023,03:00,Partly Cloudy,20
Malmo,Sunday,05-03-2023,03:30,Cloudy,20
Malmo,Sunday,05-03-2023,04:00,Partly Cloudy,26
Malmo,Sunday,05-03-2023,04:30,Partly Cloudy,20
Malmo,Sunday,05-03-2023,05:00,Partly Cloudy,28
Malmo,Sunday,05-03-2023,05:30,Cloudy,14
Malmo,Sunday,05-03-2023,06:00,Partly Cloudy,22
Malmo,Sunday,05-03-2023,06:30,Rainy,10
Malmo,Sunday,05-03-2023,07:00,Partly Cloudy,20
Malmo,Sunday,05-03-2023,07:30,Cloudy,13
Malmo,Sunday,05-03-2023,08:00,Sunny,22
Malmo,Sunday,05-03-2023,08:30,Sunny,25
Malmo,Sunday,05-03-2023,09:00,Rainy,4
Malmo,Sunday,05-03-2023,09:30,Rainy,18
Malmo,Sunday,05-03-2023,10:00,Thunderstorms,6
Malmo,Sunday,05-03-2023,10:30,Thunderstorms,9
Malmo,Sunday,05-03-2023,11:00,Thunderstorms,9
Malmo,Sunday,05-03-2023,11:30,Cloudy,21
Malmo,Sunday,05-03-2023,12:00,Thunderstorms,13
Malmo,Sunday,05-03-2023,12:30,Partly Cloudy,23
Malmo,Sunday,05-03-2023,13:00,Partly Cloudy,21
Malmo,Sunday,05-03-2023,13:30,Partly Cloudy,18
Malmo,Sunday,05-03-2023,14:00,Rainy,9
Malmo,Sunday,05-03-2023,14:30,Cloudy,15
Malmo,Sunday,05-03-2023,15:00,Sunny,26
Malmo,Sunday,05-03-2023,15:30,Cloudy,12
Malmo,Sunday,05-03-2023,16:00,Partly Cloudy,18
Malmo,Sunday,05-03-2023,16:30,Thunderstorms,20
Malmo,Sunday,05-03-2023,17:00,Rainy,11
Malmo,Sunday,05-03-2023,17:30,Rainy,14
Malmo,Sunday,05-03-2023,18:00,Partly Cloudy,27
Malmo,Sunday,05-03-2023,18:30,Sunny,26
Malmo,Sunday,05-03-2023,19:00,Partly Cloudy,19
Malmo,Sunday,05-03-2023,19:30,Cloudy,18
Malmo,Sunday,05-03-2023,20:00,Thunderstorms,16
Malmo,Sunday,05-03-2023,20:30,Sunny,25
Malmo,Sunday,05-03-2023,21:00,Sunny,25
Malmo,Sunday,05-03-2023,21:30,Thunderstorms,10
Malmo,Sunday,05-03-2023,22:00,Thunderstorms,16
Malmo,Sunday,05-03-2023,22:30,Thunderstorms,11
Malmo,Sunday,05-03-2023,23:00,Sunny,27
Malmo,Sunday,05-03-2023,23:30,Partly Cloudy,17
Malmo,Monday,06-03-2023,00:00,Sunny,25
Malmo,Monday,06-03-2023,00:30,Thunderstorms,12
Malmo,Monday,06-03-2023,01:00,Thunderstorms,14
Malmo,Monday,06-03-2023,01:30,Rainy,7
Malmo,Monday,06-03-2023,02:00,Rainy,15
Malmo,Monday,06-03-2023,02:30,Thunderstorms,8
Malmo,Monday,06-03-2023,03:00,Partly Cloudy,18
Malmo,Monday,06-03-2023,03:30,Cloudy,9
Malmo,Monday,06-03-2023,04:00,Cloudy,11
Malmo,Monday,06-03-2023,04:30,Thunderstorms,12
Malmo,Monday,06-03-2023,05:00,Cloudy,20
Malmo,Monday,06-03-2023,05:30,Sunny,18
Malmo,Monday,06-03-2023,06:00,Cloudy,17
Malmo,Monday,06-03-2023,06:30,Sunny,15
Malmo,Monday,06-03-2023,07:00,Thunderstorms,11
Malmo,Monday,06-03-2023,07:30,Rainy,12
Malmo,Monday,06-03-2023,08:00,Partly Cloudy,23
Malmo,Monday,06-03-2023,08:30,Rainy,3
Malmo,Monday,06-03-2023,09:00,Partly Cloudy,18
Malmo,Monday,06-03-2023,09:30,Cloudy,20
Malmo,Monday,06-03-2023,10:00,Partly Cloudy,24
Malmo,Monday,06-03-2023,10:30,Cloudy,20
Malmo,Monday,06-03-2023,11:00,Rainy,16
Malmo,Monday,06-03-2023,11:30,Sunny,18
Malmo,Monday,06-03-2023,12:00,Rainy,13
Malmo,Monday,06-03-2023,12:30,Rainy,16
Malmo,Monday,06-03-2023,13:00,Rainy,15
Malmo,Monday,06-03-2023,13:30,Cloudy,17
Malmo,Monday,06-03-2023,14:00,Partly Cloudy,20
Malmo,Monday,06-03-2023,14:30,Rainy,5
Malmo,Monday,06-03-2023,15:00,Partly Cloudy,22
Malmo,Monday,06-03-2023,15:30,Sunny,19
Malmo,Monday,06-03-2023,16:00,Thunderstorms,15
Malmo,Monday,06-03-2023,16:30,Sunny,27
Malmo,Monday,06-03-2023,17:00,Thunderstorms,16
Malmo,Monday,06-03-2023,17:30,Partly Cloudy,23
Malmo,Monday,06-03-2023,18:00,Cloudy,17
Malmo,Monday,06-03-2023,18:30,Partly Cloudy,18
Malmo,Monday,06-03-2023,19:00,Rainy,11
Malmo,Monday,06-03-2023,19:30,Cloudy,20
Malmo,Monday,06-03-2023,20:00,Sunny,27
Malmo,Monday,06-03-2023,20:30,Rainy,9
Malmo,Monday,06-03-2023,21:00,Thunderstorms,6
Malmo,Monday,06-03-2023,21:30,Partly Cloudy,15
Malmo,Monday,06-03-2023,22:00,Thunderstorms,13
Malmo,Monday,06-03-2023,22:30,Sunny,30
Malmo,Monday,06-03-2023,23:00,Thunderstorms,6
Malmo,Monday,06-03-2023,23:30,Rainy,9
Malmo,Tuesday,07-03-2023,00:00,Rainy,13
Malmo,Tuesday,07-03-2023,00:30,Cloudy,12
Malmo,Tuesday,07-03-2023,01:00,Partly Cloudy,19
Malmo,Tuesday,07-03-2023,01:30,Thunderstorms,11
Malmo,Tuesday,07-03-2023,02:00,Partly Cloudy,25
Malmo,Tuesday,07-03-2023,02:30,Rainy,8
Malmo,Tuesday,07-03-2023,03:00,Rainy,9
Malmo,Tuesday,07-03-2023,03:30,Partly Cloudy,17
Malmo,Tuesday,07-03-2023,04:00,Sunny,29
Malmo,Tuesday,07-03-2023,04:30,Thunderstorms,16
Malmo,Tuesday,07-03-2023,05:00,Cloudy,15
Malmo,Tuesday,07-03-2023,05:30,Rainy,8
Malmo,Tuesday,07-03-2023,06:00,Cloudy,15
Malmo,Tuesday,07-03-2023,06:30,Rainy,10
Malmo,Tuesday,07-03-2023,07:00,Rainy,14
Malmo,Tuesday,07-03-2023,07:30,Thunderstorms,15
Malmo,Tuesday,07-03-2023,08:00,Cloudy,17
Malmo,Tuesday,07-03-2023,08:30,Cloudy,16
Malmo,Tuesday,07-03-2023,09:00,Cloudy,16
Malmo,Tuesday,07-03-2023,09:30,Sunny,29
Malmo,Tuesday,07-03-2023,10:00,Partly Cloudy,19
Malmo,Tuesday,07-03-2023,10:30,Sunny,21
Malmo,Tuesday,07-03-2023,11:00,Rainy,9
Malmo,Tuesday,07-03-2023,11:30,Thunderstorms,13
Malmo,Tuesday,07-03-2023,12:00,Sunny,26
Malmo,Tuesday,07-03-2023,12:30,Partly Cloudy,19
Malmo,Tuesday,07-03-2023,13:00,Cloudy,17
Malmo,Tuesday,07-03-2023,13:30,Sunny,22
Malmo,Tuesday,07-03-2023,14:00,Cloudy,20
Malmo,Tuesday,07-03-2023,14:30,Cloudy,9
Malmo,Tuesday,07-03-2023,15:00,Sunny,21
Malmo,Tuesday,07-03-2023,15:30,Rainy,11
Malmo,Tuesday,07-03-2023,16:00,Partly Cloudy,13
Malmo,Tuesday,07-03-2023,16:30,Partly Cloudy,14
Malmo,Tuesday,07-03-2023,17:00,Sunny,24
Malmo,Tuesday,07-03-2023,17:30,Partly Cloudy,21
Malmo,Tuesday,07-03-2023,18:00,Rainy,10
Malmo,Tuesday,07-03-2023,18:30,Thunderstorms,19
Malmo,Tuesday,07-03-2023,19:00,Cloudy,20
Malmo,Tuesday,07-03-2023,19:30,Sunny,16
Malmo,Tuesday,07-03-2023,20:00,Partly Cloudy,20
Malmo,Tuesday,07-03-2023,20:30,Partly Cloudy,14
Malmo,Tuesday,07-03-2023,21:00,Rainy,3
Malmo,Tuesday,07-03-2023,21:30,Cloudy,7
Malmo,Tuesday,07-03-2023,22:00,Rainy,5
Malmo,Tuesday,07-03-2023,22:30,Partly Cloudy,20
Malmo,Tuesday,07-03-2023,23:00,Rainy,3
Malmo,Tuesday,07-03-2023,23:30,Cloudy,21
Malmo,Wednesday,08-03-2023,00:00,Thunderstorms,13
Malmo,Wednesday,08-03-2023,00:30,Partly Cloudy,18
Malmo,Wednesday,08-03-2023,01:00,Thunderstorms,16
Malmo,Wednesday,08-03-2023,01:30,Rainy,4
Malmo,Wednesday,08-03-2023,02:00,Rainy,5
Malmo,Wednesday,08-03-2023,02:30,Sunny,25
Malmo,Wednesday,08-03-2023,03:00,Rainy,15
Malmo,Wednesday,08-03-2023,03:30,Rainy,8
Malmo,Wednesday,08-03-2023,04:00,Cloudy,15
Malmo,Wednesday,08-03-2023,04:30,Sunny,27
Malmo,Wednesday,08-03-2023,05:00,Partly Cloudy,24
Malmo,Wednesday,08-03-2023,05:30,Cloudy,15
Malmo,Wednesday,08-03-2023,06:00,Rainy,10
Malmo,Wednesday,08-03-2023,06:30,Cloudy,10
Malmo,Wednesday,08-03-2023,07:00,Cloudy,22
Malmo,Wednesday,08-03-2023,07:30,Thunderstorms,13
Malmo,Wednesday,08-03-2023,08:00,Cloudy,18
Malmo,Wednesday,08-03-2023,08:30,Cloudy,13
Malmo,Wednesday,08-03-2023,09:00,Sunny,31
Malmo,Wednesday,08-03-2023,09:30,Cloudy,16
Malmo,Wednesday,08-03-2023,10:00,Partly Cloudy,24
Malmo,Wednesday,08-03-2023,10:30,Partly Cloudy,20
Malmo,Wednesday,08-03-2023,11:00,Partly Cloudy,24
Malmo,Wednesday,08-03-2023,11:30,Partly Cloudy,23
Malmo,Wednesday,08-03-2023,12:00,Rainy,10
Malmo,Wednesday,08-03-2023,12:30,Partly Cloudy,18
Malmo,Wednesday,08-03-2023,13:00,Cloudy,13
Malmo,Wednesday,08-03-2023,13:30,Cloudy,12
Malmo,Wednesday,08-03-2023,14:00,Cloudy,9
Malmo,Wednesday,08-03-2023,14:30,Sunny,20
Malmo,Wednesday,08-03-2023,15:00,Cloudy,22
Malmo,Wednesday,08-03-2023,15:30,Thunderstorms,16
Malmo,Wednesday,08-03-2023,16:00,Sunny,25
Malmo,Wednesday,08-03-2023,16:30,Thunderstorms,15
Malmo,Wednesday,08-03-2023,17:00,Partly Cloudy,25
Malmo,Wednesday,08-03-2023,17:30,Sunny,29
Malmo,Wednesday,08-03-2023,18:00,Thunderstorms,10
Malmo,Wednesday,08-03-2023,18:30,Sunny,22
Malmo,Wednesday,08-03-2023,19:00,Thunderstorms,14
Malmo,Wednesday,08-03-2023,19:30,Sunny,25
Malmo,Wednesday,08-03-2023,20:00,Cloudy,8
Malmo,Wednesday,08-03-2023,20:30,Cloudy,9
Malmo,Wednesday,08-03-2023,21:00,Cloudy,17
